id,node_color,vuln_color,hygiene_color,node_value,type,vuln_score,hygiene_score
@jridgewell/resolve-uri,#74b9ff,#74b9ff,#ff4081,1,1,0,6
hoist-non-react-statics,#ff4081,#74b9ff,#ff4081,1,1,0,7
copy-text-to-clipboard,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
cohere,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
core-util-is,#ff4081,#74b9ff,#ff4081,1,1,0,8
d3-timer,#ff4081,#74b9ff,#ff4081,1,1,0,7
@babel/plugin-transform-block-scoped-functions,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
xml-js,#ff4081,#74b9ff,#ff4081,1,1,0,7
decompress-response,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
http-cache-semantics,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@webassemblyjs/ast,#ff4081,#74b9ff,#ff4081,1,1,0,8
postcss-colormin,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
ast-types-flow,#74b9ff,#74b9ff,#ff4081,1,1,0,7
json-schema-traverse,#74b9ff,#74b9ff,#ff4081,1,1,0,6
azure-cognitiveservices-speech,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
sqlite-vss,#e91e63,#74b9ff,#e91e63,1,1,0,10
pydantic<2,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
robust-predicates,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@babel/plugin-transform-member-expression-literals,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
readdirp,#74b9ff,#74b9ff,#ff4081,1,1,0,6
is-regexp,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
non-layered-tidy-tree-layout,#ff4081,#74b9ff,#ff4081,1,1,0,8
webidl-conversions,#74b9ff,#74b9ff,#ff4081,1,1,0,6
langkit,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
is-plain-obj,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/helper-skip-transparent-expression-wrappers,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@babel/plugin-transform-optional-chaining,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
autoprefixer,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
http-errors,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@types/range-parser,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
jupyter,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
@babel/helper-annotate-as-pure,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@babel/plugin-transform-nullish-coalescing-operator,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
confection,#e91e63,#74b9ff,#e91e63,1,1,0,10
character-reference-invalid,#74b9ff,#74b9ff,#ff4081,1,1,0,6
cytoscape-fcose,#ff4081,#74b9ff,#ff4081,1,1,0,8
global-dirs,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/plugin-transform-arrow-functions,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@babel/helper-split-export-declaration,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
hast-to-hyperscript,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@types/serve-static,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
babel-plugin-polyfill-corejs3,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@types/send,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
string_decoder,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
hologres-vector,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
@babel/preset-typescript,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@types/hast,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
media-typer,#74b9ff,#74b9ff,#ff4081,1,1,0,7
postcss-convert-values,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
brace-expansion,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/core,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@docusaurus/plugin-google-analytics,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@babel/plugin-syntax-object-rest-spread,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
cytoscape,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/regjsgen,#74b9ff,#74b9ff,#ff4081,1,1,0,6
is-string,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/plugin-transform-json-strings,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
global-prefix,#74b9ff,#74b9ff,#ff4081,1,1,0,7
postcss-modules-scope,#ff4081,#74b9ff,#ff4081,1,1,0,8
resolve,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
@types/react,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
azure-ai-vision,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
hast-util-from-parse5,#74b9ff,#74b9ff,#ff4081,1,1,0,6
remark-squeeze-paragraphs,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
unist-util-remove-position,#74b9ff,#74b9ff,#ff4081,1,1,0,6
global-modules,#74b9ff,#74b9ff,#ff4081,1,1,0,7
core-js-pure,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
html-webpack-plugin,#74b9ff,#74b9ff,#ff4081,1,1,0,6
registry-auth-token,#74b9ff,#74b9ff,#ff4081,1,1,0,6
eslint-plugin-react,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
@babel/helper-replace-supers,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
dagre-d3-es,#e91e63,#74b9ff,#e91e63,1,1,0,10
postcss-discard-empty,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
relateurl,#74b9ff,#74b9ff,#ff4081,1,1,0,7
mdast-util-definitions,#74b9ff,#74b9ff,#ff4081,1,1,0,6
confusing-browser-globals,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
mdast-util-to-string,#74b9ff,#74b9ff,#ff4081,1,1,0,6
property-information,#74b9ff,#74b9ff,#ff4081,1,1,0,6
cacheable-request,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
postcss-modules-values,#ff4081,#74b9ff,#ff4081,1,1,0,8
renderkid,#74b9ff,#74b9ff,#ff4081,1,1,0,6
remark-mdx,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
postcss-modules-local-by-default,#74b9ff,#74b9ff,#ff4081,1,1,0,6
fs.realpath,#ff4081,#74b9ff,#ff4081,1,1,0,7
fast-deep-equal,#74b9ff,#74b9ff,#ff4081,1,1,0,6
postcss-normalize-timing-functions,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@babel/plugin-transform-async-generator-functions,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
repeat-string,#74b9ff,#74b9ff,#ff4081,1,1,0,7
google-search-results,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
escape-html,#74b9ff,#74b9ff,#ff4081,1,1,0,7
neo4j,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@webassemblyjs/helper-wasm-section,#ff4081,#74b9ff,#ff4081,1,1,0,8
pure-color,#74b9ff,#74b9ff,#ff4081,1,1,0,7
@types/react-router,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@types/istanbul-lib-coverage,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
remark-footnotes,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
duckduckgo-search,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
function.prototype.name,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@algolia/autocomplete-core,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/plugin-transform-react-jsx-development,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
prepend-http,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/plugin-transform-react-display-name,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
jsonfile,#74b9ff,#74b9ff,#ff4081,1,1,0,6
sphinxcontrib-jquery,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
html-minifier-terser,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/plugin-transform-object-rest-spread,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
regexp.prototype.flags,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@webassemblyjs/wast-printer,#ff4081,#74b9ff,#ff4081,1,1,0,8
content-disposition,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@babel/plugin-syntax-typescript,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
esprima,#74b9ff,#74b9ff,#ff4081,1,1,0,6
react-loadable-ssr-addon-v5-slorber,#ff4081,#74b9ff,#ff4081,1,1,0,7
@types/node,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
arxiv,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
randombytes,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
axios,#74b9ff,#E64A19,#f48fb1,1,1,7,4
cheerio,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
is-installed-globally,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/plugin-transform-named-capturing-groups-regex,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@babel/plugin-syntax-json-strings,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
strip-bom-string,#74b9ff,#74b9ff,#ff4081,1,1,0,7
@types/unist,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
faye-websocket,#74b9ff,#74b9ff,#ff4081,1,1,0,6
sphinxcontrib-htmlhelp,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@types/body-parser,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
postcss-normalize-string,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
package-json,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@szmarczak/http-timer,#74b9ff,#74b9ff,#ff4081,1,1,0,7
end-of-stream,#74b9ff,#74b9ff,#ff4081,1,1,0,6
fastq,#74b9ff,#74b9ff,#ff4081,1,1,0,6
postcss-minify-params,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
cssnano-preset-default,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
core-js-compat,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
types-jinja2,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
react,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
enhanced-resolve,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
pyclipper,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@svgr/core,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@types/yargs,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
is-glob,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
xmltodict,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@types/eslint,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
responselike,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
postcss-normalize-charset,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
postcss-reduce-transforms,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
eslint-import-resolver-node,#e91e63,#74b9ff,#e91e63,1,1,0,10
@babel/plugin-transform-unicode-sets-regex,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
telethon,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@types/eslint-scope,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
amadeus,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
spacy-legacy,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
@sindresorhus/is,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
html-entities,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@docusaurus/preset-classic,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
duckdb-engine,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
is-decimal,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@types/json-schema,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
sphinxcontrib-jsmath,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
jupyterlab-widgets,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
parse5-htmlparser2-tree-adapter,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@sideway/address,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
configstore,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
dir-glob,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
use-composed-ref,#74b9ff,#74b9ff,#ff4081,1,1,0,6
postcss-merge-idents,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
postcss-modules-extract-imports,#ff4081,#74b9ff,#ff4081,1,1,0,7
@svgr/babel-plugin-svg-em-dimensions,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
is-plain-object,#74b9ff,#74b9ff,#ff4081,1,1,0,6
htmlparser2,#74b9ff,#74b9ff,#74b9ff,1,1,0,2
nprogress,#74b9ff,#74b9ff,#ff4081,1,1,0,6
string-width,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
postcss-normalize-whitespace,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
postcss-calc,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
to-readable-stream,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
@types/yargs-parser,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
yaml,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@babel/plugin-transform-runtime,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
websocket-driver,#74b9ff,#74b9ff,#ff4081,1,1,0,6
stringify-object,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
react-base16-styling,#ff4081,#74b9ff,#ff4081,1,1,0,8
postcss-normalize-positions,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
postcss-discard-duplicates,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
pastel,#ff4081,#74b9ff,#ff4081,1,1,0,7
postcss-normalize-display-values,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
mdast-squeeze-paragraphs,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
py4j,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
ignore,#74b9ff,#74b9ff,#ff4081,1,1,0,6
react-is,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
has-tostringtag,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@docusaurus/plugin-google-gtag,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
postcss-svgo,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
postcss-sort-media-queries,#74b9ff,#74b9ff,#ff4081,1,1,0,6
react-fast-compare,#74b9ff,#74b9ff,#ff4081,1,1,0,6
babel-plugin-polyfill-regenerator,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
http-deceiver,#ff4081,#74b9ff,#ff4081,1,1,0,7
regenerator-transform,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
jsonable,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
to-regex-range,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@babel/plugin-transform-spread,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@types/express-serve-static-core,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
ipython-genutils,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
sphinxcontrib-applehelp,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
express,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
@babel/plugin-transform-modules-systemjs,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
cssnano-preset-advanced,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
types-pyopenssl,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
hast-util-raw,#74b9ff,#74b9ff,#ff4081,1,1,0,6
pretty-time,#74b9ff,#74b9ff,#ff4081,1,1,0,7
@types/parse-json,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
resolve-from,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
emoji-regex,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@eslint-community/regexpp,#e91e63,#74b9ff,#e91e63,1,1,0,10
rechoir,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/helper-wrap-function,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
merge-stream,#74b9ff,#74b9ff,#ff4081,1,1,0,6
alabaster,#74b9ff,#74b9ff,#ff4081,1,1,0,6
databricks-vectorsearch,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
@webassemblyjs/helper-numbers,#ff4081,#74b9ff,#ff4081,1,1,0,8
postcss-reduce-idents,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
postcss-reduce-initial,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
types-pytz,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
@babel/plugin-transform-dotall-regex,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
css-tree,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
array.prototype.tosorted,#e91e63,#74b9ff,#e91e63,1,1,0,10
openlm,#e91e63,#74b9ff,#e91e63,1,1,0,10
d3-time,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@babel/preset-env,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
types-chardet,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
@docusaurus/theme-translations,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
unique-string,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
fast-glob,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/helper-optimise-call-expression,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
lancedb,#e91e63,#74b9ff,#e91e63,1,1,0,10
react-router-config,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@algolia/client-personalization,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/plugin-proposal-object-rest-spread,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
strip-json-comments,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/types,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@docusaurus/plugin-google-tag-manager,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
awadb,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
select-hose,#ff4081,#74b9ff,#ff4081,1,1,0,7
eslint-plugin-react-hooks,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
jsonlines,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@aashutoshrathi/word-wrap,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
@algolia/requester-node-http,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@types/sockjs,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
remark-emoji,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@svgr/babel-preset,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
react-error-overlay,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
ansi-html-community,#ff4081,#74b9ff,#ff4081,1,1,0,8
acorn-import-assertions,#74b9ff,#74b9ff,#ff4081,1,1,0,6
glob-to-regexp,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@types/bonjour,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
recursive-readdir,#ff4081,#74b9ff,#ff4081,1,1,0,7
json-loader,#ff4081,#74b9ff,#ff4081,1,1,0,7
reusify,#74b9ff,#74b9ff,#ff4081,1,1,0,6
geojson,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
@svgr/hast-util-to-babel-ast,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
use-sync-external-store,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
postcss-normalize-repeat-style,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@types/prop-types,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@types/http-proxy,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@types/istanbul-reports,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
assemblyai,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
vfile-location,#74b9ff,#74b9ff,#ff4081,1,1,0,6
util-deprecate,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@docusaurus/react-loadable,#ff4081,#74b9ff,#ff4081,1,1,0,7
prelude-ls,#ff4081,#74b9ff,#ff4081,1,1,0,7
resolve-pathname,#ff4081,#74b9ff,#ff4081,1,1,0,8
cross-spawn,#ff4081,#74b9ff,#ff4081,1,1,0,8
clone-response,#e91e63,#74b9ff,#e91e63,1,1,0,10
postcss-discard-unused,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
string.prototype.trimend,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/runtime,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
js-yaml,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/plugin-transform-unicode-property-regex,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@algolia/requester-common,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
cosmiconfig,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
unist-util-remove,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
rdflib,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
@babel/plugin-syntax-optional-catch-binding,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
multicast-dns,#74b9ff,#74b9ff,#ff4081,1,1,0,6
jq,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@docusaurus/remark-plugin-npm2yarn,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
postcss-zindex,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
websocket-extensions,#74b9ff,#74b9ff,#ff4081,1,1,0,6
path-to-regexp,#74b9ff,#74b9ff,#ff4081,1,1,0,6
fresh,#74b9ff,#74b9ff,#ff4081,1,1,0,6
http-proxy-middleware,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@svgr/babel-plugin-remove-jsx-attribute,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@docusaurus/cssnano-preset,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@algolia/requester-browser-xhr,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
pyaes,#74b9ff,#74b9ff,#ff4081,1,1,0,6
at-least-node,#74b9ff,#74b9ff,#ff4081,1,1,0,6
fast-json-stable-stringify,#74b9ff,#74b9ff,#ff4081,1,1,0,6
indent-string,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
postcss-merge-rules,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
pytest-dotenv,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@babel/plugin-syntax-logical-assignment-operators,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
types-protobuf,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
postcss-normalize-url,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
loose-envify,#74b9ff,#74b9ff,#ff4081,1,1,0,6
postcss-ordered-values,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
remark-parse,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@types/estree,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
is-yarn-global,#74b9ff,#74b9ff,#ff4081,1,1,0,6
ansi-regex,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/helper-string-parser,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
@algolia/autocomplete-preset-algolia,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
postcss-merge-longhand,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
safe-regex-test,#e91e63,#74b9ff,#e91e63,1,1,0,10
d3-random,#ff4081,#74b9ff,#ff4081,1,1,0,7
@types/mdast,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
colorette,#74b9ff,#74b9ff,#ff4081,1,1,0,6
mime-types,#74b9ff,#74b9ff,#ff4081,1,1,0,6
follow-redirects,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@types/connect,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
eslint-config-prettier,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
google-cloud-aiplatform,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
cross-fetch,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
win32-setctime,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@babel/plugin-syntax-optional-chaining,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
argparse,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
react-json-view,#ff4081,#74b9ff,#ff4081,1,1,0,7
@babel/plugin-transform-react-constant-elements,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
postcss-minify-selectors,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
react-router,#74b9ff,#74b9ff,#ff4081,1,1,0,6
whylogs-sketching,#e91e63,#74b9ff,#e91e63,1,1,0,10
aggregate-error,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
is-shared-array-buffer,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
couchbase,#E64A19,#E64A19,#f48fb1,1,1,8,4
functions-have-names,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
py,#E64A19,#E64A19,#74b9ff,1,1,8,-1
@babel/plugin-transform-regenerator,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
postcss-unique-selectors,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
compression,#74b9ff,#74b9ff,#ff4081,1,1,0,6
regexpu-core,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
import-fresh,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
postcss,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
crypto-random-string,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
d3-selection,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@babel/helper-member-expression-to-functions,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
retry,#74b9ff,#74b9ff,#ff4081,1,1,0,6
globalthis,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/runtime-corejs3,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
to-fast-properties,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
@babel/plugin-transform-logical-assignment-operators,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
pypdfium2,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
openapi-pydantic,#e91e63,#74b9ff,#e91e63,1,1,0,10
pytest-watch,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
postcss-value-parser,#ff4081,#74b9ff,#ff4081,1,1,0,7
github-slugger,#74b9ff,#74b9ff,#ff4081,1,1,0,6
hastscript,#74b9ff,#74b9ff,#ff4081,1,1,0,6
react-dev-utils,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
jsx-ast-utils,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
wikipedia,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
uuid,#74b9ff,#74b9ff,#f48fb1,1,1,0,4
json-buffer,#74b9ff,#74b9ff,#ff4081,1,1,0,6
regenerator-runtime,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
get-symbol-description,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
prettier,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
mdast-util-to-hast,#74b9ff,#74b9ff,#ff4081,1,1,0,6
@babel/plugin-syntax-unicode-sets-regex,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
glob-parent,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
fraction.js,#74b9ff,#74b9ff,#74b9ff,1,1,0,-1
@types/parse5,#74b9ff,#74b9ff,#f48fb1,1,1,0,3
binary-extensions,#74b9ff,#74b9ff,#f48fb1,1,1,0,5
